transaction_id,customer_id,merchant_id,amount,payment_method,failure_reason,failure_code,timestamp,customer_segment,previous_transactions,previous_success_rate,avg_payment_amount,customer_lifetime_value,preferred_channel,retry_count,subscription_type,days_since_last_payment,action_taken,recovered,recovery_time,discount,communication_cost
txn_000392,cust_0358,3,21114.88,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-10T23:19:44.591586,b2b,8,0.983,5214.59,1286288.27,whatsapp,2,,0,switch_to_upi,0,0.0,0.0,0.0
txn_000393,cust_0381,2,4817.76,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-07T10:21:51.857035,vip,15,0.57,760.59,120308.56,upi,0,quarterly,34,whatsapp_nudge,0,0.0,0.0,1.5
txn_000394,cust_0443,2,1253.42,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-05T09:59:45.638129,regular,22,0.939,266.84,40061.23,email,0,monthly,23,switch_to_upi,0,0.0,0.0,0.0
txn_000395,cust_0149,1,905.16,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-17T19:27:05.043433,new,5,0.833,685.09,9518.29,email,2,monthly,6,send_payment_link,1,6.31,0.0,0.5
txn_000396,cust_0439,3,3779.39,upi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-08T07:26:16.965791,regular,25,0.917,771.82,39907.66,whatsapp,0,annual,18,retry_delayed,0,0.0,0.0,0.0
txn_000397,cust_0331,1,2388.31,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-12T00:55:05.502435,vip,8,0.797,1977.81,119500.09,whatsapp,2,monthly,30,escalate_human,1,67.14,0.0,50.0
txn_000398,cust_0291,3,12152.97,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-08T08:00:47.601248,vip,9,0.869,2053.73,345401.92,email,1,monthly,5,whatsapp_nudge,0,0.0,0.0,1.5
txn_000399,cust_0119,1,1631.62,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-15T03:38:04.356872,regular,2,0.671,579.88,31313.87,whatsapp,2,,3,retry_delayed,0,0.0,0.0,0.0
txn_000400,cust_0384,1,1896.3,wallet,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-15T21:37:54.806511,regular,39,0.779,172.26,19473.01,whatsapp,0,,11,whatsapp_nudge,0,0.0,0.0,1.5
txn_000401,cust_0416,3,6107.24,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-20T22:30:28.213483,regular,12,0.986,863.02,27021.16,sms,3,,7,offer_discount,0,0.0,0.0,488.68
txn_000402,cust_0477,2,1587.36,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-12T17:34:51.670228,at_risk,1,0.477,557.44,9560.26,sms,0,,3,escalate_human,0,0.0,0.0,50.0
txn_000403,cust_0219,2,15354.76,upi,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-20T06:36:08.014820,vip,12,0.822,4437.89,440706.4,email,3,,1,escalate_human,1,64.0,0.0,50.0
txn_000404,cust_0467,2,3501.23,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-21T14:40:20.541892,regular,15,0.865,1438.38,32685.35,sms,0,monthly,36,offer_discount,0,0.0,0.0,280.2
txn_000405,cust_0031,3,19491.57,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-09T00:36:00.137844,vip,18,0.718,2961.9,183594.41,sms,1,monthly,17,send_payment_link,1,14.45,0.0,0.5
txn_000406,cust_0414,1,6029.36,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-06T07:52:14.871405,regular,1,0.611,130.92,13403.58,sms,3,,11,whatsapp_nudge,1,6.29,0.0,1.5
txn_000407,cust_0061,3,4137.51,card,BANK_DOWNTIME,SERVER_ERROR,2025-07-08T02:58:55.678325,vip,1,0.782,314.6,436156.39,sms,0,,21,send_payment_link,1,23.82,0.0,0.5
txn_000408,cust_0130,3,13900.19,card,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-20T02:10:56.625134,b2b,41,0.624,698.23,185718.02,email,2,,20,switch_to_upi,0,0.0,0.0,0.0
txn_000409,cust_0374,1,2109.51,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-20T05:44:25.587333,regular,3,0.699,1762.01,29227.71,email,3,monthly,38,send_payment_link,1,20.06,0.0,0.5
txn_000410,cust_0292,1,2223.51,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-25T09:17:38.037619,regular,14,0.825,620.54,13568.88,whatsapp,0,,3,sms_reminder,0,0.0,0.0,0.25
txn_000411,cust_0428,2,663.52,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-26T18:32:38.880452,new,3,0.894,1420.61,5147.68,sms,3,monthly,29,whatsapp_nudge,0,0.0,0.0,1.5
txn_000412,cust_0394,3,120586.64,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-07T00:25:19.774918,vip,25,0.82,3685.19,133485.89,email,1,,1,escalate_human,0,0.0,0.0,50.0
txn_000413,cust_0151,3,10251.53,emi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-04T20:53:41.894774,at_risk,20,0.131,912.67,8188.04,email,3,monthly,3,escalate_human,0,0.0,0.0,50.0
txn_000414,cust_0049,3,1946.55,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-26T01:41:01.034905,regular,10,0.946,180.73,19125.2,whatsapp,1,,14,send_payment_link,0,0.0,0.0,0.5
txn_000415,cust_0070,3,2696.59,upi,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-20T23:28:49.717481,regular,28,0.59,362.32,24409.72,whatsapp,3,,10,send_payment_link,0,0.0,0.0,0.5
txn_000416,cust_0033,3,216643.62,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-26T04:44:04.089739,b2b,69,0.706,254.71,361075.07,email,2,monthly,0,whatsapp_nudge,1,2.43,0.0,1.5
txn_000417,cust_0196,2,79281.38,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-12T01:28:38.553343,b2b,3,0.352,2207.75,751035.56,email,0,,9,switch_to_upi,1,2.4,0.0,0.0
txn_000418,cust_0416,3,1563.2,card,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-07T14:43:07.710250,regular,12,0.986,863.02,27021.16,sms,2,,7,offer_discount,0,0.0,0.0,125.16
txn_000419,cust_0328,1,2720.64,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-13T03:49:23.849879,regular,18,0.76,728.45,41447.14,upi,3,,23,offer_discount,0,0.0,0.0,217.75
txn_000420,cust_0193,3,1741.53,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-10T05:18:55.441414,regular,20,0.915,187.51,9081.58,upi,2,,2,escalate_human,1,35.51,0.0,50.0
txn_000421,cust_0115,3,6942.52,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-06T02:34:58.758169,b2b,2,0.952,611.9,213024.72,email,2,,2,retry_delayed,0,0.0,0.0,0.0
txn_000422,cust_0155,3,9924.32,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-01T13:20:59.176926,b2b,5,0.811,4494.49,863890.82,sms,3,,11,offer_discount,0,0.0,0.0,1191.02
txn_000423,cust_0196,2,14122.39,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-18T07:38:42.024479,b2b,3,0.352,2207.75,751035.56,email,2,,9,sms_reminder,0,0.0,0.0,0.25
txn_000424,cust_0189,1,2470.06,nach,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-04T14:19:54.738660,vip,1,0.872,427.02,98900.14,whatsapp,2,,1,offer_discount,0,0.0,0.0,123.6
txn_000425,cust_0150,3,14509.65,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-03T07:19:54.407201,vip,8,0.762,1130.21,416513.24,whatsapp,1,,7,retry_delayed,0,0.0,0.0,0.0
txn_000426,cust_0434,1,2736.81,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-30T15:44:26.878041,new,4,0.923,43.26,3092.93,email,3,,23,switch_to_upi,0,0.0,0.0,0.0
txn_000427,cust_0138,3,2876.09,netbanking,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-14T06:39:08.217083,regular,9,0.365,206.68,27868.68,email,3,monthly,3,escalate_human,0,0.0,0.0,50.0
txn_000428,cust_0298,2,5146.68,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-10T05:57:57.028230,vip,2,0.871,1636.41,438833.51,sms,0,,18,retry_delayed,0,0.0,0.0,0.0
txn_000429,cust_0099,1,31906.33,wallet,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-11T01:41:50.531833,b2b,10,0.958,4560.38,484792.58,whatsapp,0,monthly,16,retry_delayed,1,4.72,0.0,0.0
txn_000430,cust_0021,2,6998.76,upi,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-23T17:05:43.217029,vip,27,0.86,740.11,139899.04,whatsapp,1,,12,retry_delayed,1,15.81,0.0,0.0
txn_000431,cust_0210,1,2255.69,emi,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-16T09:46:17.272866,new,7,0.85,413.2,4004.34,whatsapp,2,,41,escalate_human,0,0.0,0.0,50.0
txn_000432,cust_0486,2,949.76,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-25T16:33:43.335083,regular,1,0.64,195.69,12655.6,whatsapp,2,,18,send_payment_link,0,0.0,0.0,0.5
txn_000433,cust_0458,3,2449.31,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-04T17:20:00.245511,at_risk,23,0.308,2642.99,14493.17,email,3,,12,retry_delayed,0,0.0,0.0,0.0
txn_000434,cust_0065,1,5390.95,nach,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-15T16:34:09.180103,regular,6,0.788,465.61,45364.86,sms,3,,2,escalate_human,0,0.0,0.0,50.0
txn_000435,cust_0175,1,4004.76,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-10T19:55:11.701961,regular,39,0.776,803.96,49352.95,whatsapp,0,monthly,12,email_reminder,0,0.0,0.0,0.1
txn_000436,cust_0214,2,6778.02,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-21T10:15:26.672483,vip,2,0.91,416.88,141961.8,upi,3,,7,offer_discount,0,0.0,0.0,339.0
txn_000437,cust_0123,1,1452.21,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-05T20:44:25.065041,new,24,0.98,1481.09,6963.98,email,3,,4,escalate_human,0,0.0,0.0,50.0
txn_000438,cust_0460,1,1570.2,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-18T06:15:05.561961,regular,9,0.794,1073.93,14725.04,sms,1,,12,switch_to_upi,0,0.0,0.0,0.0
txn_000439,cust_0391,3,3457.01,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-20T03:11:19.303404,vip,10,0.851,131.95,267942.01,email,2,,15,offer_discount,1,9.1,345.7,345.8
txn_000440,cust_0116,1,1332.41,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-05T05:58:28.286021,new,20,0.467,609.79,8672.68,whatsapp,2,,63,escalate_human,0,0.0,0.0,50.0
txn_000441,cust_0402,3,601.79,netbanking,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-27T07:08:56.647456,regular,7,0.689,3181.94,35962.78,email,1,,15,whatsapp_nudge,0,0.0,0.0,1.5
txn_000442,cust_0335,2,5736.43,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-31T10:19:54.451271,regular,17,0.5,316.1,37511.5,sms,1,,21,email_reminder,0,0.0,0.0,0.1
txn_000443,cust_0448,2,2087.01,upi,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-15T08:07:54.879934,regular,7,0.736,503.23,13165.45,email,3,monthly,15,retry_now,0,0.0,0.0,0.0
txn_000444,cust_0309,1,335.55,nach,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-22T18:05:35.074496,regular,52,0.892,612.97,49973.4,upi,3,,9,send_payment_link,0,0.0,0.0,0.5
txn_000445,cust_0355,2,20898.25,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-29T09:44:41.297088,vip,13,0.896,1893.83,400262.21,email,3,,27,offer_discount,1,1.62,1044.91,1045.01
txn_000446,cust_0272,1,12925.86,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-06T11:45:43.934456,b2b,7,0.799,554.87,383532.68,sms,1,annual,12,sms_reminder,1,14.32,0.0,0.25
txn_000447,cust_0242,3,5995.39,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-28T05:29:08.554315,new,1,0.863,1470.88,2348.97,whatsapp,0,annual,37,send_payment_link,1,4.43,0.0,0.5
txn_000448,cust_0363,3,19887.32,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-10T11:35:42.645465,b2b,23,0.761,1573.94,174706.83,whatsapp,3,,7,whatsapp_nudge,1,4.01,0.0,1.5
txn_000449,cust_0096,2,1320.29,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-15T21:43:22.977177,regular,11,0.846,1282.95,47639.1,whatsapp,0,annual,21,send_payment_link,0,0.0,0.0,0.5
txn_000450,cust_0050,1,3074.82,emi,BANK_DOWNTIME,BAD_REQUEST_ERROR,2025-07-15T11:39:46.946508,b2b,41,0.946,988.99,1991382.5,whatsapp,1,monthly,5,switch_to_upi,0,0.0,0.0,0.0
txn_000451,cust_0452,3,1109.66,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-28T03:35:20.386867,new,2,0.813,745.58,602.16,whatsapp,2,,11,email_reminder,0,0.0,0.0,0.1
txn_000452,cust_0289,1,3548.55,netbanking,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-09T13:19:14.191809,regular,5,0.712,1114.19,14236.69,whatsapp,2,,3,send_payment_link,0,0.0,0.0,0.5
txn_000453,cust_0158,1,2246.54,wallet,BANK_DOWNTIME,SERVER_ERROR,2025-07-31T07:39:59.308426,regular,21,0.906,1747.9,40410.11,email,2,monthly,93,retry_delayed,1,22.24,0.0,0.0
txn_000454,cust_0317,3,9681.75,card,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-11T06:43:39.532004,regular,4,0.883,159.57,17083.11,email,0,,6,retry_delayed,1,46.28,0.0,0.0
txn_000455,cust_0247,3,3270.77,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-26T05:17:33.181616,regular,10,0.945,1905.05,24286.68,whatsapp,0,monthly,5,email_reminder,1,21.65,0.0,0.1
txn_000456,cust_0048,2,1694.99,card,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-12T16:03:28.553637,regular,63,0.769,777.82,28412.38,email,0,monthly,13,whatsapp_nudge,1,6.16,0.0,1.5
txn_000457,cust_0306,3,5399.79,nach,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-28T17:15:43.535916,vip,20,0.642,1834.92,338747.18,whatsapp,2,monthly,22,whatsapp_nudge,0,0.0,0.0,1.5
txn_000458,cust_0326,3,12969.16,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-09T12:16:50.306433,vip,22,0.962,96.84,354377.2,upi,0,,16,retry_delayed,0,0.0,0.0,0.0
txn_000459,cust_0348,2,2396.63,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-15T13:16:20.772239,regular,21,0.481,789.35,41887.7,upi,3,,22,send_payment_link,0,0.0,0.0,0.5
txn_000460,cust_0380,1,2987.73,nach,BANK_DOWNTIME,SERVER_ERROR,2025-07-02T07:20:05.787228,vip,1,0.752,806.93,459540.35,email,0,monthly,14,send_payment_link,1,10.88,0.0,0.5
txn_000461,cust_0096,2,14315.94,card,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-27T00:40:42.739601,regular,11,0.846,1282.95,47639.1,whatsapp,1,monthly,21,offer_discount,0,0.0,0.0,1431.69
txn_000462,cust_0442,1,60314.52,upi,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-28T23:38:43.685168,b2b,28,0.671,1189.09,752197.26,email,1,annual,5,send_payment_link,1,5.72,0.0,0.5
txn_000463,cust_0315,3,7738.18,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-08T15:16:19.913958,regular,40,0.773,1019.32,36232.03,email,3,,25,retry_delayed,0,0.0,0.0,0.0
txn_000464,cust_0387,1,958.74,netbanking,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-31T19:19:23.342798,regular,2,0.836,1721.37,28803.8,whatsapp,0,,16,switch_to_upi,0,0.0,0.0,0.0
txn_000465,cust_0279,3,12350.31,card,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-26T21:06:59.226546,vip,24,0.652,461.1,443794.95,email,3,quarterly,2,escalate_human,0,0.0,0.0,50.0
txn_000466,cust_0110,3,1364.09,netbanking,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-18T03:11:06.243406,at_risk,34,0.105,691.53,9828.91,email,3,monthly,5,send_payment_link,0,0.0,0.0,0.5
txn_000467,cust_0257,3,4992.64,nach,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-27T17:38:23.916763,new,2,0.884,822.44,8521.88,whatsapp,3,quarterly,6,retry_delayed,0,0.0,0.0,0.0
txn_000468,cust_0216,3,3164.43,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-07T22:51:02.107182,regular,4,0.771,1294.46,19608.97,email,1,,9,escalate_human,0,0.0,0.0,50.0
txn_000469,cust_0265,3,11491.74,upi,BANK_DOWNTIME,SERVER_ERROR,2025-07-18T21:30:00.626118,b2b,8,0.962,3502.63,1504241.8,whatsapp,2,,18,retry_delayed,1,24.86,0.0,0.0
txn_000470,cust_0145,3,1876.97,upi,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-29T07:27:36.726549,at_risk,1,0.288,465.05,6963.09,sms,3,quarterly,13,offer_discount,0,0.0,0.0,187.8
txn_000471,cust_0263,1,11640.48,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-21T19:32:42.078272,vip,10,0.761,310.32,103560.87,upi,2,,0,whatsapp_nudge,0,0.0,0.0,1.5
txn_000472,cust_0325,2,1558.28,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-30T12:06:53.597660,vip,21,0.682,245.39,244550.94,sms,3,,18,offer_discount,0,0.0,0.0,187.09
txn_000473,cust_0322,2,4063.31,card,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-24T04:24:07.889520,regular,19,0.863,544.21,44553.6,sms,2,monthly,0,escalate_human,0,0.0,0.0,50.0
txn_000474,cust_0272,1,80366.27,card,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-16T06:25:40.307089,b2b,7,0.799,554.87,383532.68,sms,0,,12,escalate_human,0,0.0,0.0,50.0
txn_000475,cust_0244,3,2099.33,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-28T18:00:37.048480,at_risk,12,0.563,651.74,1600.05,upi,3,quarterly,18,whatsapp_nudge,0,0.0,0.0,1.5
txn_000476,cust_0118,3,1846.86,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-03T21:34:46.348690,regular,16,0.94,70.68,47689.05,whatsapp,0,quarterly,2,offer_discount,1,9.41,147.75,147.85
txn_000477,cust_0332,1,3452.72,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-08T08:58:26.606596,at_risk,11,0.103,2282.19,17409.96,whatsapp,0,quarterly,51,email_reminder,0,0.0,0.0,0.1
txn_000478,cust_0143,3,1648.11,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-23T09:38:28.416790,regular,5,0.833,291.55,26528.22,email,3,quarterly,12,retry_now,0,0.0,0.0,0.0
txn_000479,cust_0476,2,74087.57,wallet,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-20T11:55:57.853625,b2b,24,0.693,1387.12,1155667.6,email,3,annual,45,switch_to_upi,0,0.0,0.0,0.0
txn_000480,cust_0486,2,5884.22,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-04T08:23:27.573264,regular,1,0.64,195.69,12655.6,whatsapp,1,quarterly,18,whatsapp_nudge,0,0.0,0.0,1.5
txn_000481,cust_0208,1,2133.12,card,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-29T10:29:49.323756,regular,24,0.733,2261.1,25360.26,email,1,,7,send_payment_link,0,0.0,0.0,0.5
txn_000482,cust_0466,1,2563.63,upi,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-11T13:52:59.430536,b2b,1,0.913,643.44,295888.99,email,3,,7,send_payment_link,1,2.47,0.0,0.5
txn_000483,cust_0484,2,658.43,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-10T12:03:29.623942,new,1,0.8,3194.2,6901.97,whatsapp,1,,14,offer_discount,0,0.0,0.0,79.11
txn_000484,cust_0174,3,3854.78,upi,AUTH_OTP_FAILURE,BAD_REQUEST_ERROR,2025-07-06T11:48:52.956586,regular,27,0.708,381.62,31210.01,whatsapp,3,monthly,8,escalate_human,0,0.0,0.0,50.0
txn_000485,cust_0070,3,608.09,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-18T01:50:31.332325,regular,28,0.59,362.32,24409.72,whatsapp,1,,10,whatsapp_nudge,1,5.62,0.0,1.5
txn_000486,cust_0321,2,9783.29,wallet,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-07T13:06:56.039872,vip,2,0.769,359.97,300919.37,email,0,monthly,1,escalate_human,0,0.0,0.0,50.0
txn_000487,cust_0499,3,280.09,emi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-23T16:05:55.517767,regular,4,0.766,3688.36,6905.28,sms,2,,14,escalate_human,0,0.0,0.0,50.0
txn_000488,cust_0203,3,2012.03,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-24T09:22:05.529050,regular,4,0.776,1820.28,19751.35,whatsapp,2,monthly,5,switch_to_upi,0,0.0,0.0,0.0
txn_000489,cust_0015,1,3453.32,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-18T22:23:09.364731,regular,1,0.882,1028.09,24751.02,sms,3,,36,send_payment_link,0,0.0,0.0,0.5
txn_000490,cust_0287,2,4805.11,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-01T18:07:43.046002,regular,17,0.617,11606.88,25071.43,sms,0,monthly,59,send_payment_link,0,0.0,0.0,0.5
txn_000491,cust_0198,2,9412.91,wallet,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-04T14:21:29.123264,b2b,2,0.765,234.31,602691.13,email,3,quarterly,7,email_reminder,0,0.0,0.0,0.1
txn_000492,cust_0140,3,8118.78,nach,SUSPECTED_FRAUD,BAD_REQUEST_ERROR,2025-07-03T16:15:15.934916,vip,19,0.809,1903.88,435303.05,whatsapp,3,monthly,14,escalate_human,0,0.0,0.0,50.0
txn_000493,cust_0041,2,1495.6,upi,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-30T06:51:55.960534,at_risk,24,0.231,5565.28,2087.41,email,1,,32,whatsapp_nudge,0,0.0,0.0,1.5
txn_000494,cust_0049,3,2808.86,upi,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-03T12:41:24.457882,regular,10,0.946,180.73,19125.2,whatsapp,3,,14,retry_delayed,0,0.0,0.0,0.0
txn_000495,cust_0148,3,700.27,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-25T05:06:09.240877,regular,6,0.979,1762.72,23074.77,email,2,,2,escalate_human,0,0.0,0.0,50.0
txn_000496,cust_0429,1,7827.72,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-15T19:30:49.244455,b2b,3,0.854,453.81,1323140.93,whatsapp,0,monthly,7,email_reminder,0,0.0,0.0,0.1
txn_000497,cust_0144,3,1511.39,upi,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-23T12:41:33.927460,vip,35,0.606,1995.13,416782.89,whatsapp,2,monthly,9,send_payment_link,0,0.0,0.0,0.5
txn_000498,cust_0307,1,3240.34,nach,AUTH_OTP_FAILURE,GATEWAY_ERROR,2025-07-05T23:05:10.462577,new,3,0.797,1919.07,3118.53,whatsapp,3,monthly,16,switch_to_upi,0,0.0,0.0,0.0
txn_000499,cust_0472,3,2246.66,netbanking,INVALID_DETAILS,BAD_REQUEST_ERROR,2025-07-11T10:16:51.042774,regular,4,0.907,2539.21,30135.38,whatsapp,1,monthly,4,send_payment_link,0,0.0,0.0,0.5
txn_000500,cust_0361,1,675.85,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-31T03:31:48.443881,new,2,0.696,118.76,6921.14,whatsapp,1,,2,offer_discount,0,0.0,0.0,33.89
txn_000501,cust_0296,3,21599.84,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-19T01:29:11.995385,vip,3,0.775,2229.62,93285.95,sms,1,quarterly,62,escalate_human,0,0.0,0.0,50.0
txn_000502,cust_0394,3,5547.53,card,MERCHANT_INTEGRATION_ERROR,SERVER_ERROR,2025-07-25T02:00:57.185173,vip,25,0.82,3685.19,133485.89,email,0,,1,escalate_human,0,0.0,0.0,50.0
txn_000503,cust_0436,1,8270.39,card,BANK_DOWNTIME,SERVER_ERROR,2025-07-07T05:37:25.568980,regular,10,0.82,1263.61,44370.37,sms,0,monthly,4,retry_delayed,0,0.0,0.0,0.0
txn_000504,cust_0178,1,426.76,upi,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-05T21:17:47.784234,regular,1,0.853,702.8,24928.32,upi,3,monthly,4,whatsapp_nudge,0,0.0,0.0,1.5
txn_000505,cust_0253,2,2072.46,upi,SUBSCRIPTION_MANDATE_FAILURE,BAD_REQUEST_ERROR,2025-07-07T00:53:12.764704,new,36,0.798,908.95,4236.37,whatsapp,1,monthly,11,send_payment_link,0,0.0,0.0,0.5
txn_000506,cust_0481,1,992.0,card,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-10T21:13:36.485330,regular,16,0.736,3702.18,45243.02,email,3,,22,switch_to_upi,0,0.0,0.0,0.0
txn_000507,cust_0416,3,6105.58,netbanking,USER_ABANDONED,BAD_REQUEST_ERROR,2025-07-28T04:15:58.824307,regular,12,0.986,863.02,27021.16,sms,2,quarterly,7,offer_discount,0,0.0,0.0,610.66
txn_000508,cust_0167,3,1283.59,emi,BANK_DOWNTIME,GATEWAY_ERROR,2025-07-01T18:37:42.993566,at_risk,12,0.228,521.79,7273.82,sms,3,,21,retry_now,0,0.0,0.0,0.0
txn_000509,cust_0121,3,3219.41,card,EXPIRED_CARD,BAD_REQUEST_ERROR,2025-07-26T13:32:12.874782,regular,24,0.803,1033.32,20557.89,whatsapp,3,quarterly,5,whatsapp_nudge,0,0.0,0.0,1.5
txn_000510,cust_0213,3,571.0,card,INSUFFICIENT_FUNDS,BAD_REQUEST_ERROR,2025-07-19T12:21:47.810666,at_risk,53,0.337,300.94,17006.65,whatsapp,0,,4,retry_delayed,0,0.0,0.0,0.0
